season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
2022.0,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,PWH de Silva,Wanindu Hasaranga de Silva,4.0,0,40,1,10.0,10,1,4,1,0,False,https://www.espncricinfo.com/ci/content/player/784379.html
2022.0,1304049,PBKS v RCB,PBKS,RCB,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,HV Patel,Harshal Patel,4.0,0,36,1,9.0,10,1,2,5,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2022.0,1304050,GT v LSG,GT,LSG,GT,"Wankhede Stadium, Mumbai",Mumbai,India,1,Mohammed Shami,Mohammed Shami,4.0,0,25,3,6.25,13,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/481896.html
2022.0,1304050,GT v LSG,GT,LSG,GT,"Wankhede Stadium, Mumbai",Mumbai,India,1,HH Pandya,Hardik Pandya,4.0,0,37,0,9.25,10,6,1,0,0,True,https://www.espncricinfo.com/ci/content/player/625371.html
2022.0,1304050,GT v LSG,GT,LSG,GT,"Wankhede Stadium, Mumbai",Mumbai,India,1,Rashid Khan,Rashid Khan,4.0,0,27,1,6.75,8,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2022.0,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,PVD Chameera,Dushmantha Chameera,3.0,0,22,2,7.33,11,4,0,1,0,False,https://www.espncricinfo.com/ci/content/player/552152.html
2022.0,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,Avesh Khan,Avesh Khan,3.4,0,33,1,9.0,10,5,1,0,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2022.0,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,Ravi Bishnoi,Ravi Bishnoi,4.0,0,34,0,8.5,11,3,2,2,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2022.0,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,KH Pandya,Krunal Pandya,4.0,0,17,1,4.25,12,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2022.0,1304050,GT v LSG,GT,LSG,LSG,"Wankhede Stadium, Mumbai",Mumbai,India,2,DJ Hooda,Deepak Hooda,3.0,0,31,1,10.33,3,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/497121.html
2022.0,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,B Kumar,Bhuvneshwar Kumar,4.0,0,29,1,7.25,14,2,2,1,2,False,https://www.espncricinfo.com/ci/content/player/326016.html
2022.0,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,R Shepherd,Romario Shepherd,4.0,0,33,1,8.25,12,3,2,1,0,False,https://www.espncricinfo.com/ci/content/player/677077.html
2022.0,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Washington Sundar,Washington Sundar,3.0,0,47,0,15.66,3,1,5,0,1,False,https://www.espncricinfo.com/ci/content/player/719715.html
2022.0,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,T Natarajan,T Natarajan,4.0,0,43,2,10.75,8,5,2,2,0,False,https://www.espncricinfo.com/ci/content/player/802575.html
2022.0,1304051,SRH v RR,SRH,RR,SRH,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Abhishek Sharma,Abhishek Sharma,1.0,0,15,0,15.0,1,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1070183.html
2022.0,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,TA Boult,Trent Boult,4.0,1,23,2,5.75,16,2,1,3,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2022.0,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,M Prasidh Krishna,Prasidh Krishna,4.0,1,16,2,4.0,16,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/917159.html
2022.0,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,R Ashwin,Ravichandran Ashwin,4.0,0,21,0,5.25,8,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2022.0,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,YS Chahal,Yuzvendra Chahal,4.0,0,22,3,5.5,8,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/430246.html
2022.0,1304051,SRH v RR,SRH,RR,RR,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,R Parag,Riyan Parag,1.0,0,14,0,14.0,0,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1079434.html
2022.0,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Mohammed Siraj,Mohammed Siraj,4.0,0,25,1,6.25,13,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/940973.html
2022.0,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Akash Deep,Akash Deep,3.5,0,45,3,11.73,10,5,3,0,1,False,https://www.espncricinfo.com/ci/content/player/1176959.html
2022.0,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,PWH de Silva,Wanindu Hasaranga de Silva,4.0,0,20,4,5.0,15,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/784379.html
2022.0,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,HV Patel,Harshal Patel,4.0,2,11,2,2.75,19,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2022.0,1304052,RCB v KKR,RCB,KKR,RCB,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Shahbaz Ahmed,Shahbaz Ahmed,1.0,0,16,0,16.0,2,0,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1159711.html
2022.0,1304052,RCB v KKR,RCB,KKR,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,AD Russell,Andre Russell,2.2,0,36,0,15.42,6,2,3,1,1,False,https://www.espncricinfo.com/ci/content/player/276298.html
2022.0,1304052,RCB v KKR,RCB,KKR,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,SP Narine,Sunil Narine,4.0,0,12,1,3.0,13,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2022.0,1304052,RCB v KKR,RCB,KKR,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,CV Varun,Varun Chakravarthy,4.0,0,33,1,8.25,11,3,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2022.0,1304052,RCB v KKR,RCB,KKR,KKR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,VR Iyer,Venkatesh Iyer,1.0,0,10,0,10.0,2,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/851403.html
2022.0,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,Avesh Khan,Avesh Khan,4.0,0,38,2,9.5,12,5,2,0,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2022.0,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,PVD Chameera,Dushmantha Chameera,4.0,0,49,0,12.25,6,6,2,1,0,False,https://www.espncricinfo.com/ci/content/player/552152.html
2022.0,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,KH Pandya,Krunal Pandya,3.0,0,36,0,12.0,3,3,2,1,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2022.0,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,Ravi Bishnoi,Ravi Bishnoi,4.0,0,24,2,6.0,11,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2022.0,1304053,LSG v CSK,LSG,CSK,LSG,"Brabourne Stadium, Mumbai",Mumbai,India,1,DJ Hooda,Deepak Hooda,1.0,0,12,0,12.0,2,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/497121.html
2022.0,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,Mukesh Choudhary,Mukesh Choudhary,3.3,0,39,0,11.14,8,4,2,3,0,False,https://www.espncricinfo.com/ci/content/player/1125688.html
2022.0,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,TU Deshpande,Tushar Deshpande,4.0,0,40,1,10.0,9,6,1,1,0,False,https://www.espncricinfo.com/ci/content/player/822553.html
2022.0,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,RA Jadeja,Ravindra Jadeja,2.0,0,21,0,10.5,3,2,1,0,0,True,https://www.espncricinfo.com/ci/content/player/234675.html
2022.0,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,MM Ali,Moeen Ali,1.0,0,14,0,14.0,1,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/8917.html
2022.0,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,D Pretorius,Dwaine Pretorius,4.0,0,31,2,7.75,9,1,1,3,0,False,https://www.espncricinfo.com/ci/content/player/327830.html
2022.0,1304053,LSG v CSK,LSG,CSK,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,2,S Dube,Shivam Dube,1.0,0,25,0,25.0,0,2,2,2,0,False,https://www.espncricinfo.com/ci/content/player/714451.html
2022.0,1304054,KKR v PBKS,KKR,PBKS,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,CV Varun,Varun Chakravarthy,4.0,0,14,0,3.5,14,0,0,2,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2022.0,1304054,KKR v PBKS,KKR,PBKS,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,SP Narine,Sunil Narine,4.0,0,23,1,5.75,13,1,1,2,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2022.0,1304054,KKR v PBKS,KKR,PBKS,KKR,"Wankhede Stadium, Mumbai",Mumbai,India,1,AD Russell,Andre Russell,0.2,0,0,1,0.0,2,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/276298.html
2022.0,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,Arshdeep Singh,Arshdeep Singh,3.0,0,32,0,10.66,9,5,1,0,1,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2022.0,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,K Rabada,Kagiso Rabada,3.0,0,23,1,7.66,8,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/550215.html
2022.0,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,OF Smith,Odean Smith,2.0,0,39,1,19.5,4,3,4,0,1,False,https://www.espncricinfo.com/ci/content/player/820691.html
2022.0,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,RD Chahar,Rahul Chahar,4.0,1,13,2,3.25,13,0,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1064812.html
2022.0,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,Harpreet Brar,Harpreet Brar,2.0,0,20,0,10.0,4,0,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1168641.html
2022.0,1304054,KKR v PBKS,KKR,PBKS,PBKS,"Wankhede Stadium, Mumbai",Mumbai,India,2,LS Livingstone,Liam Livingstone,0.3,0,13,0,26.0,0,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/403902.html
2022.0,1304055,MI v RR,MI,RR,MI,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,JJ Bumrah,Jasprit Bumrah,4.0,0,17,3,4.25,16,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/625383.html
2022.0,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,TA Boult,Trent Boult,4.0,0,29,1,7.25,11,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2022.0,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,M Prasidh Krishna,Prasidh Krishna,4.0,0,37,1,9.25,13,4,1,5,1,False,https://www.espncricinfo.com/ci/content/player/917159.html
2022.0,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,R Ashwin,Ravichandran Ashwin,4.0,0,30,1,7.5,6,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2022.0,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,YS Chahal,Yuzvendra Chahal,4.0,0,26,2,6.5,11,2,1,1,0,False,https://www.espncricinfo.com/ci/content/player/430246.html
2022.0,1304055,MI v RR,MI,RR,RR,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,R Parag,Riyan Parag,1.0,0,11,0,11.0,1,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1079434.html
2022.0,1304056,GT v DC,GT,DC,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Mustafizur Rahman,Mustafizur Rahman,4.0,0,23,3,5.75,7,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/330902.html
2022.0,1304056,GT v DC,GT,DC,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,SN Thakur,Shardul Thakur,4.0,0,42,0,10.5,6,4,1,2,1,False,https://www.espncricinfo.com/ci/content/player/475281.html
2022.0,1304056,GT v DC,GT,DC,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,KK Ahmed,Khaleel Ahmed,4.0,0,34,2,8.5,7,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/942645.html
2022.0,1304056,GT v DC,GT,DC,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,AR Patel,Axar Patel,4.0,0,37,0,9.25,7,1,3,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2022.0,1304056,GT v DC,GT,DC,DC,"Maharashtra Cricket Association Stadium, Pune",Pune,India,1,Kuldeep Yadav,Kuldeep Yadav,4.0,0,32,1,8.0,10,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/559235.html
2022.0,1304056,GT v DC,GT,DC,GT,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,Mohammed Shami,Mohammed Shami,4.0,0,30,2,7.5,10,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/481896.html
2022.0,1304056,GT v DC,GT,DC,GT,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,HH Pandya,Hardik Pandya,4.0,0,22,1,5.5,11,2,0,0,0,True,https://www.espncricinfo.com/ci/content/player/625371.html
2022.0,1304056,GT v DC,GT,DC,GT,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,Rashid Khan,Rashid Khan,4.0,0,30,1,7.5,9,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2022.0,1304056,GT v DC,GT,DC,GT,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,V Shankar,Vijay Shankar,1.0,0,14,0,14.0,2,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/477021.html
2022.0,1304056,GT v DC,GT,DC,GT,"Maharashtra Cricket Association Stadium, Pune",Pune,India,2,R Tewatia,Rahul Tewatia,2.0,0,22,0,11.0,3,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/423838.html
2022.0,1304057,CSK v PBKS,CSK,PBKS,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,1,Mukesh Choudhary,Mukesh Choudhary,4.0,0,52,1,13.0,11,5,4,3,0,False,https://www.espncricinfo.com/ci/content/player/1125688.html
2022.0,1304057,CSK v PBKS,CSK,PBKS,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,1,RA Jadeja,Ravindra Jadeja,4.0,0,34,1,8.5,10,2,2,3,0,True,https://www.espncricinfo.com/ci/content/player/234675.html
2022.0,1304057,CSK v PBKS,CSK,PBKS,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,1,D Pretorius,Dwaine Pretorius,4.0,0,30,2,7.5,11,2,1,4,0,False,https://www.espncricinfo.com/ci/content/player/327830.html
2022.0,1304057,CSK v PBKS,CSK,PBKS,CSK,"Brabourne Stadium, Mumbai",Mumbai,India,1,MM Ali,Moeen Ali,1.0,0,8,0,8.0,3,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/8917.html
2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,VG Arora,Vaibhav Arora,4.0,0,21,2,5.25,14,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1209292.html
2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,K Rabada,Kagiso Rabada,3.0,0,28,1,9.33,11,2,2,0,2,False,https://www.espncricinfo.com/ci/content/player/550215.html
2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,Arshdeep Singh,Arshdeep Singh,2.0,0,13,1,6.5,5,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,OF Smith,Odean Smith,2.0,0,14,1,7.0,6,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/820691.html
2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,RD Chahar,Rahul Chahar,4.0,0,25,3,6.25,9,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1064812.html
2022.0,1304057,CSK v PBKS,CSK,PBKS,PBKS,"Brabourne Stadium, Mumbai",Mumbai,India,2,LS Livingstone,Liam Livingstone,3.0,0,25,2,8.33,7,2,1,1,0,False,https://www.espncricinfo.com/ci/content/player/403902.html
2022.0,1304058,SRH v LSG,SRH,LSG,SRH,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,B Kumar,Bhuvneshwar Kumar,4.0,0,25,0,6.25,7,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/326016.html
2022.0,1304058,SRH v LSG,SRH,LSG,SRH,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Washington Sundar,Washington Sundar,4.0,0,28,2,7.0,10,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/719715.html
2022.0,1304058,SRH v LSG,SRH,LSG,SRH,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,R Shepherd,Romario Shepherd,4.0,0,42,2,10.5,10,3,3,1,0,False,https://www.espncricinfo.com/ci/content/player/677077.html
2022.0,1304058,SRH v LSG,SRH,LSG,SRH,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,Abdul Samad,Abdul Samad,1.0,0,8,0,8.0,1,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1175485.html
2022.0,1304058,SRH v LSG,SRH,LSG,SRH,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,1,T Natarajan,T Natarajan,4.0,0,26,2,6.5,6,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/802575.html
2022.0,1304058,SRH v LSG,SRH,LSG,LSG,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,KH Pandya,Krunal Pandya,4.0,0,27,2,6.75,8,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2022.0,1304058,SRH v LSG,SRH,LSG,LSG,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,Avesh Khan,Avesh Khan,4.0,0,24,4,6.0,15,2,1,1,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2022.0,1304058,SRH v LSG,SRH,LSG,LSG,"Dr DY Patil Sports Academy, Navi Mumbai",Navi Mumbai,India,2,Ravi Bishnoi,Ravi Bishnoi,4.0,0,29,0,7.25,5,2,0,1,1,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2022.0,1304059,RR v RCB,RR,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,Mohammed Siraj,Mohammed Siraj,4.0,0,43,0,10.75,8,1,4,2,0,False,https://www.espncricinfo.com/ci/content/player/940973.html
2022.0,1304059,RR v RCB,RR,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,Akash Deep,Akash Deep,4.0,0,44,0,11.0,6,0,4,0,1,False,https://www.espncricinfo.com/ci/content/player/1176959.html
2022.0,1304059,RR v RCB,RR,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,PWH de Silva,Wanindu Hasaranga de Silva,4.0,0,32,1,8.0,10,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/784379.html
2022.0,1304059,RR v RCB,RR,RCB,RCB,"Wankhede Stadium, Mumbai",Mumbai,India,1,HV Patel,Harshal Patel,4.0,0,18,1,4.5,11,1,0,2,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
